file, text_segment_size, instructions
file1054, 1104, 941583484
file1055, 10044, 1878638115
file1056, 62065, 5567877035
file1057, 3487, 1188418269
file1058, 2066, 1071229454
file1059, 5863, 1421151168
file1060, 3225, 1113084567
file1061, 2922, 1067621355
file1062, 5115, 1372984960
file1063, 1597, 1110423343
file1064, 2201, 1183541460
file1065, 486, 978095336
file1066, 101, 935783199
file1067, 302917, 31867590266
file1068, 7423, 1919579997
file1069, 106651, 11120287466
file1070, 1810, 1046376258
file1071, 20274, 2937779624
file1072, 1487, 1036855461
file1073, 8503, 1586649721
file1074, 91, 932953985
file1075, 17724, 3154740597
file1076, 787, 934465720
file1077, 4736, 1099775456
file1078, 1597, 1131678586
file1079, 7537, 1050090147
file1080, 2105, 954273087
file1081, 171095, 27769013876
file1082, 9414, 1501866911
file1083, 5159, 1288333201
file1084, 1727, 1107832627
file1085, 3978, 1185708880
file1086, 2459, 961782226
file1087, 2943, 1170755451
file1088, 2445, 1332929689
file1089, 1666, 1111117049
file1090, 419, 982312320
file1091, 792, 959949337
file1092, 7738, 1552716211
file1093, 1476, 1042456980
file1094, 415, 987894790
file1095, 155, 948808743
file1096, 5905, 1688837821
file1097, 18008, 2844986922
file1098, 781, 1002935015
file1099, 1641, 1150279874
file1100, 1852, 1236869872
file1101, 73772, 4124127276
file1102, 8038, 1502069036
file1103, 1470, 1163886530
file1104, 259, 956146237
file1105, 806, 679160547
file1106, 259, 744686626
file1107, 3381, 1203345910
file1108, 429317, 39339837174
file1109, 4250, 820570816
file1110, 1399, 817907947
file1111, 944, 724040384
file1112, 978, 779257443
file1113, 252, 660800265
file1114, 1900, 727226833
file1115, 577, 727721988
file1116, 2676, 913119962
file1117, 22441, 2622887198
file1118, 1073, 731159138
file1119, 2129, 698849775
file1120, 1352, 881588048
file1121, 829, 1020963172
