file, text_segment_size, instructions
file32596, 36916, 4227830408
file32597, 2788, 863653878
file32598, 250, 620551009
file32599, 2043, 740566666
file32600, 452, 931775892
file32601, 5687, 1084201960
file32602, 20377, 3260073477
file32603, 6840, 1651510425
file32604, 143750, 13706549169
file32605, 3635, 1016063180
file32606, 5349, 1252938029
file32607, 131243, 17457934434
file32608, 3455, 895871716
file32609, 78566, 11930545654
file32610, 143414, 16476532994
file32611, 147498, 12717348315
file32612, 16981, 3109417402
file32613, 1924, 785598363
file32614, 326, 918831973
file32615, 33115, 3790330926
file32616, 29530, 4106986362
file32617, 31308, 5195026732
file32618, 27859, 3632778895
file32619, 4871, 1359522805
file32620, 79, 638251260
file32621, 21761, 2839579850
file32622, 33634, 3348899767
file32623, 35402, 6159915382
file32624, 3117, 1051137687
file32625, 33371, 6310388242
file32626, 1133, 752992589
file32627, 1087, 780969619
file32628, 80727, 13148020358
file32629, 9375, 2303381456
file32630, 176809, 35960397833
file32631, 8652, 1915090344
file32632, 8504, 1763696039
file32633, 10492, 1943062358
file32634, 54232, 7114839087
file32635, 7715, 1809267682
file32636, 174664, 19219091433
file32637, 6419, 1725566799
file32638, 20496, 3100512458
file32639, 67585, 11483607159
file32640, 26460, 3300625441
file32641, 7279, 1137208140
file32642, 17048, 2390715796
file32643, 2410, 891431068
file32644, 2234, 877431592
file32645, 20967, 2360266933
file32646, 6973, 1508446935
file32647, 3381, 958114147
file32648, 249, 664309739
file32649, 233, 662344070
file32650, 47434, 6611071058
file32651, 43356, 2089066048
file32652, 109748, 10099638798
file32653, 63085, 5799667034
file32654, 11410, 1846471631
file32655, 1291, 715552836
file32656, 3436, 824572487
file32657, 406, 658585834
file32658, 4473, 1191616517
file32659, 11443, 1481617392
file32660, 4825, 964085690
file32661, 19087, 2596803473
file32662, 5649, 1327677887
file32663, 5547, 1189636460
file32664, 1822, 822119261
file32665, 8682, 1292764227
file32666, 26718, 4857936952
file32667, 121195, 14493557736
file32668, 3260, 950795189
file32669, 75297, 10843084628
file32670, 113957, 19291175714
file32671, 1930, 798435949
file32672, 1139, 799093345
file32673, 6441, 1031396895
file32674, 194967, 14759215749
file32675, 1105, 699756009
file32676, 749219, 111441775791
file32677, 8098, 1194897961
