file, text_segment_size, instructions
file354378, 32851, 3019083640
file354379, 2321, 1041347897
file354380, 40766, 3577225917
file354381, 10341, 1577541524
file354382, 33554, 3222684004
file354383, 28483, 2703329133
file354384, 2737, 1061404166
file354385, 18969, 2147184955
file354386, 32288, 3125370611
file354387, 377, 907343484
file354388, 2970, 1079568974
file354389, 1540, 961885764
file354390, 27082, 2471695038
file354391, 62208, 5645575887
file354392, 31756, 2725176756
file354393, 6025, 1099584765
file354394, 94838, 10986110793
file354395, 5714, 1084439262
file354396, 16322, 1812334789
file354397, 17504, 1856530818
file354398, 9177, 1237556694
file354399, 180412, 12432757334
file354400, 5895, 1157722729
file354401, 73150, 4880185807
file354402, 16800, 1811158597
file354403, 13671, 1622457993
file354404, 5338, 1052779537
file354405, 12542, 1511465894
file354406, 12866, 1576811753
file354407, 17932, 1868859253
file354408, 26554, 2377630235
file354409, 45823, 3732795313
file354410, 3538, 922375266
file354411, 8530, 1332115556
file354412, 4165, 983126131
file354413, 18309, 1894459661
file354414, 17981, 1882122879
file354415, 28560, 2531655060
file354416, 18390, 1888415618
file354417, 18873, 1894527082
file354418, 27489, 2477109067
file354419, 9827, 1403722044
file354420, 1327, 763500904
file354421, 69408, 5100005697
file354422, 9396, 1527320511
file354423, 109231, 9887613582
file354424, 14206, 1642328531
file354425, 13841, 1605695702
file354426, 19043, 1940995458
file354427, 26170, 2370625707
file354428, 4086, 945606685
file354429, 1294, 758309686
file354430, 5832, 1157196675
file354431, 7981, 1256861659
file354432, 20753, 2034036499
file354433, 35458, 2965631837
file354434, 3095, 924656637
file354435, 3988, 983156496
file354436, 12869, 1576133079
file354437, 4083, 1004517708
file354438, 1963, 861060519
file354439, 6446, 1183080923
file354440, 5521, 1089971155
file354441, 283, 720095487
file354442, 65097, 6184009001
file354443, 24810, 2407059869
file354444, 2071, 845637884
file354445, 19162, 1960209105
file354446, 16663, 1802667780
file354447, 4232, 990267223
file354448, 8596, 1288255813
file354449, 10534, 1409721093
file354450, 24729, 2169728532
file354451, 6166, 1250562463
file354452, 13206, 1772779443
file354453, 1624, 988992355
file354454, 4561, 1195681596
file354455, 26940, 2538152708
file354456, 16998, 2010534047
file354457, 26, 871480005
file354458, 11904, 1706162831
file354459, 3215, 1074320021
file354460, 5347, 1195209156
file354461, 1793, 1001562790
file354462, 18333, 2052857195
file354463, 50539, 4056812498
file354464, 239417, 16373193797
file354465, 7698, 1410974047
file354466, 13116, 1805793739
file354467, 28342, 2741876415
file354468, 25040, 2481550026
file354469, 96103, 7157065787
file354470, 58, 865786373
file354471, 1714, 983539812
file354472, 35656, 3147104442
file354473, 3802, 1120085680
file354474, 22485, 2325250406
file354475, 3329, 1098986909
file354476, 7326, 1350598972
file354477, 3049, 1060210178
file354478, 2983, 1069335428
file354479, 20387, 2175598213
file354480, 28426, 2682242457
file354481, 12719, 1839854820
file354482, 3791, 1141495857
file354483, 17312, 1999043996
file354484, 1705, 981529090
